date,actual_balances_bln,required_reserves_bln,accounting_reserves_bln,ruonia
2017-02-01,1283.06,1070.51,192.69,7.597
2017-02-02,1281.54,1070.52,192.69,7.668
2017-02-03,1271.12,1070.49,192.69,7.475
2017-02-04,1269.56,1070.45,192.68,7.575
2017-02-05,1191.99,1070.38,192.67,7.324
2017-02-06,1167.42,1070.28,192.65,7.229
2017-02-07,1190.14,1070.16,192.63,7.506
2017-02-08,1195.36,1070.02,192.6,7.408
2017-02-09,1194.97,1069.86,192.57,7.67
2017-02-10,1195.75,1069.67,192.54,7.552
2017-02-11,1200.07,1069.46,192.5,7.504
2017-02-12,1158.06,1069.23,192.46,7.411
2017-02-13,1151.13,1068.97,192.42,7.377
2017-02-14,1190.62,1068.7,192.37,7.611
2017-02-15,1168.18,1068.4,192.31,7.213
2017-02-16,1135.43,1068.08,192.26,7.338
2017-02-17,1135.05,1067.75,192.19,7.541
2017-02-18,1199.38,1067.39,192.13,7.812
2017-02-19,1197.64,1067.01,192.06,7.814
2017-02-20,1203.91,1066.62,191.99,7.742
2017-02-21,1247.24,1066.2,191.92,7.666
2017-02-22,1195.07,1065.77,191.84,7.92
2017-02-23,1206.36,1065.32,191.76,8.007
2017-02-24,1156.98,1064.86,191.67,7.932
2017-02-25,1187.0,1064.38,191.59,7.978
2017-02-26,1229.42,1063.88,191.5,7.816
2017-02-27,1216.85,1063.38,191.41,7.668
2017-02-28,1117.7,1062.85,191.31,7.845
2017-03-01,1235.7,1062.32,191.22,7.859
2017-03-02,1269.73,1061.77,191.12,7.931
2017-03-03,1190.02,1061.21,191.02,8.133
2017-03-04,1273.21,1060.64,190.92,7.614
2017-03-05,1183.82,1060.06,190.81,7.656
2017-03-06,1269.41,1059.47,190.7,7.636
2017-03-07,1251.29,1058.87,190.6,7.759
2017-03-08,1131.09,1058.27,190.49,7.605
2017-03-09,1192.44,1057.66,190.38,7.538
2017-03-10,1206.29,1057.04,190.27,7.625
2017-03-11,1185.86,1056.42,190.15,7.59
2017-03-12,1186.27,1055.79,190.04,7.906
2017-03-13,1158.72,1055.16,189.93,7.777
2017-03-14,1120.23,1054.53,189.81,7.535
2017-03-15,1169.1,1053.89,189.7,7.623
2017-03-16,1184.64,1053.26,189.59,7.61
2017-03-17,1163.14,1052.62,189.47,7.542
2017-03-18,1156.89,1051.99,189.36,7.956
2017-03-19,1160.11,1051.35,189.24,7.766
2017-03-20,1168.41,1050.72,189.13,7.825
2017-03-21,1146.57,1050.1,189.02,7.665
2017-03-22,1178.39,1049.47,188.91,7.846
2017-03-23,1183.26,1048.86,188.79,8.036
2017-03-24,1141.78,1048.24,188.68,8.083
2017-03-25,1190.48,1047.64,188.58,8.037
2017-03-26,1188.21,1047.04,188.47,7.743
2017-03-27,1165.91,1046.45,188.36,7.951
2017-03-28,1178.37,1045.87,188.26,7.773
2017-03-29,1144.49,1045.3,188.15,8.024
2017-03-30,1186.07,1044.74,188.05,8.026
2017-03-31,1200.03,1044.19,187.96,7.882
2017-04-01,1210.26,1043.66,187.86,7.955
2017-04-02,1221.46,1043.14,187.76,7.95
2017-04-03,1224.66,1042.63,187.67,7.926
2017-04-04,1218.94,1042.13,187.58,7.855
2017-04-05,1235.57,1041.65,187.5,8.133
2017-04-06,1254.68,1041.19,187.41,8.147
2017-04-07,1232.57,1040.74,187.33,8.014
2017-04-08,1172.27,1040.31,187.26,7.83
2017-04-09,1160.32,1039.9,187.18,7.884
2017-04-10,1147.88,1039.5,187.11,7.831
2017-04-11,1169.93,1039.12,187.04,7.466
2017-04-12,1141.3,1038.77,186.98,7.579
2017-04-13,1156.07,1038.43,186.92,7.944
2017-04-14,1141.45,1038.11,186.86,7.656
2017-04-15,1126.89,1037.81,186.81,7.567
2017-04-16,1118.87,1037.54,186.76,7.578
2017-04-17,1107.51,1037.28,186.71,7.63
2017-04-18,1145.47,1037.05,186.67,7.833
2017-04-19,1183.77,1036.84,186.63,7.842
2017-04-20,1175.04,1036.65,186.6,7.914
2017-04-21,1184.4,1036.49,186.57,7.925
2017-04-22,1151.11,1036.35,186.54,7.847
2017-04-23,1203.05,1036.23,186.52,8.135
2017-04-24,1153.05,1036.13,186.5,7.839
2017-04-25,1143.71,1036.06,186.49,7.924
2017-04-26,1144.09,1036.02,186.48,7.833
2017-04-27,1132.1,1036.0,186.48,7.942
2017-04-28,1209.38,1036.0,186.48,7.893
2017-04-29,1212.13,1036.02,186.48,7.601
2017-04-30,1202.11,1036.07,186.49,7.662
2017-05-01,1176.43,1036.15,186.51,7.55
2017-05-02,1243.28,1036.25,186.52,7.511
2017-05-03,1202.69,1036.37,186.55,7.71
2017-05-04,1210.94,1036.52,186.57,8.084
2017-05-05,1254.06,1036.69,186.6,7.933
2017-05-06,1171.45,1036.89,186.64,7.782
2017-05-07,1208.63,1037.11,186.68,7.583
2017-05-08,1167.55,1037.35,186.72,7.567
2017-05-09,1153.76,1037.62,186.77,7.377
2017-05-10,1147.99,1037.91,186.82,7.619
2017-05-11,1118.37,1038.22,186.88,7.714
2017-05-12,1149.13,1038.55,186.94,7.569
2017-05-13,1175.59,1038.91,187.0,7.644
2017-05-14,1157.84,1039.29,187.07,7.55
2017-05-15,1138.73,1039.69,187.14,7.354
2017-05-16,1109.67,1040.11,187.22,7.296
2017-05-17,1129.79,1040.56,187.3,7.359
2017-05-18,1210.58,1041.02,187.38,7.831
2017-05-19,1191.84,1041.5,187.47,7.871
2017-05-20,1180.92,1042.0,187.56,7.673
2017-05-21,1155.69,1042.53,187.65,7.676
2017-05-22,1189.54,1043.06,187.75,7.678
2017-05-23,1100.2,1043.62,187.85,7.694
2017-05-24,1177.65,1044.19,187.95,7.875
2017-05-25,1227.4,1044.78,188.06,7.911
2017-05-26,1140.76,1045.39,188.17,7.647
2017-05-27,1173.08,1046.01,188.28,7.905
2017-05-28,1183.85,1046.64,188.4,7.543
2017-05-29,1180.46,1047.29,188.51,7.668
2017-05-30,1220.77,1047.95,188.63,7.56
2017-05-31,1216.13,1048.62,188.75,7.571
2017-06-01,1216.99,1049.31,188.88,7.471
2017-06-02,1238.91,1050.0,189.0,7.676
2017-06-03,1228.99,1050.71,189.13,7.445
2017-06-04,1305.09,1051.42,189.26,7.651
2017-06-05,1173.96,1052.15,189.39,7.402
2017-06-06,1179.23,1052.88,189.52,7.133
2017-06-07,1140.24,1053.61,189.65,7.332
2017-06-08,1167.4,1054.36,189.78,7.276
2017-06-09,1204.6,1055.1,189.92,7.296
2017-06-10,1148.53,1055.86,190.05,7.399
2017-06-11,1127.63,1056.61,190.19,7.204
2017-06-12,1171.79,1057.37,190.33,7.352
2017-06-13,1196.2,1058.13,190.46,7.093
2017-06-14,1161.19,1058.89,190.6,7.338
2017-06-15,1146.59,1059.65,190.74,7.296
2017-06-16,1106.63,1060.41,190.87,7.388
2017-06-17,1151.13,1061.17,191.01,7.173
2017-06-18,1219.81,1061.92,191.15,7.372
2017-06-19,1160.86,1062.68,191.28,7.298
2017-06-20,1220.76,1063.42,191.42,7.219
2017-06-21,1209.57,1064.17,191.55,7.466
2017-06-22,1215.89,1064.9,191.68,7.53
2017-06-23,1203.5,1065.63,191.81,7.531
2017-06-24,1206.22,1066.36,191.94,7.578
2017-06-25,1205.92,1067.07,192.07,7.469
2017-06-26,1217.58,1067.78,192.2,7.184
2017-06-27,1163.71,1068.47,192.33,7.281
2017-06-28,1176.99,1069.16,192.45,7.228
2017-06-29,1200.92,1069.83,192.57,7.372
2017-06-30,1221.87,1070.49,192.69,7.304
2017-07-01,1241.12,1071.14,192.81,7.504
2017-07-02,1247.51,1071.77,192.92,7.255
2017-07-03,1272.34,1072.39,193.03,7.119
2017-07-04,1279.76,1073.0,193.14,7.295
2017-07-05,1241.1,1073.59,193.25,6.958
2017-07-06,1270.19,1074.16,193.35,7.043
2017-07-07,1249.61,1074.72,193.45,7.387
2017-07-08,1196.0,1075.26,193.55,6.983
2017-07-09,1207.59,1075.78,193.64,6.907
2017-07-10,1124.39,1076.28,193.73,6.652
2017-07-11,1249.88,1076.76,193.82,6.816
2017-07-12,1205.44,1077.22,193.9,7.125
2017-07-13,1174.9,1077.67,193.98,7.05
2017-07-14,1224.55,1078.09,194.06,6.979
2017-07-15,1168.03,1078.49,194.13,6.84
2017-07-16,1171.79,1078.87,194.2,6.747
2017-07-17,1151.33,1079.23,194.26,6.473
2017-07-18,1261.85,1079.56,194.32,7.017
2017-07-19,1217.23,1079.88,194.38,7.154
2017-07-20,1217.7,1080.17,194.43,6.93
2017-07-21,1236.85,1080.43,194.48,7.048
2017-07-22,1220.45,1080.68,194.52,6.923
2017-07-23,1204.97,1080.9,194.56,6.848
2017-07-24,1230.64,1081.09,194.6,6.904
2017-07-25,1263.56,1081.26,194.63,6.656
2017-07-26,1217.61,1081.41,194.65,7.047
2017-07-27,1217.4,1081.53,194.68,7.131
2017-07-28,1223.89,1081.63,194.69,7.019
2017-07-29,1255.17,1081.71,194.71,6.686
2017-07-30,1219.98,1081.76,194.72,6.767
2017-07-31,1234.22,1081.78,194.72,6.97
2017-08-01,1213.72,1081.79,194.72,6.497
2017-08-02,1228.44,1081.76,194.72,6.856
2017-08-03,1249.47,1081.72,194.71,6.824
2017-08-04,1265.17,1081.65,194.7,7.071
2017-08-05,1239.77,1081.55,194.68,6.58
2017-08-06,1215.83,1081.43,194.66,6.612
2017-08-07,1185.75,1081.29,194.63,6.568
2017-08-08,1190.08,1081.13,194.6,6.73
2017-08-09,1235.11,1080.94,194.57,6.554
2017-08-10,1226.96,1080.73,194.53,6.692
2017-08-11,1198.74,1080.5,194.49,6.478
2017-08-12,1183.13,1080.24,194.44,6.736
2017-08-13,1211.37,1079.97,194.39,6.406
2017-08-14,1157.8,1079.67,194.34,6.367
2017-08-15,1180.87,1079.35,194.28,6.442
2017-08-16,1214.69,1079.02,194.22,6.326
2017-08-17,1161.81,1078.66,194.16,6.611
2017-08-18,1203.3,1078.28,194.09,6.96
2017-08-19,1223.21,1077.89,194.02,6.817
2017-08-20,1198.65,1077.47,193.95,6.496
2017-08-21,1174.32,1077.04,193.87,6.61
2017-08-22,1217.76,1076.59,193.79,6.725
2017-08-23,1225.72,1076.13,193.7,6.482
2017-08-24,1194.55,1075.65,193.62,6.649
2017-08-25,1194.8,1075.15,193.53,6.895
2017-08-26,1185.01,1074.65,193.44,6.761
2017-08-27,1207.12,1074.12,193.34,6.684
2017-08-28,1203.3,1073.59,193.25,6.797
2017-08-29,1199.43,1073.04,193.15,6.642
2017-08-30,1269.78,1072.48,193.05,6.737
2017-08-31,1245.06,1071.91,192.94,7.055
2017-09-01,1253.91,1071.33,192.84,6.717
2017-09-02,1266.83,1070.74,192.73,6.587
2017-09-03,1269.73,1070.14,192.63,6.641
2017-09-04,1248.07,1069.54,192.52,6.583
2017-09-05,1196.37,1068.93,192.41,6.231
2017-09-06,1186.32,1068.31,192.3,6.243
2017-09-07,1202.3,1067.69,192.18,6.718
2017-09-08,1199.1,1067.06,192.07,6.494
2017-09-09,1180.62,1066.43,191.96,6.308
2017-09-10,1155.85,1065.8,191.84,6.415
2017-09-11,1183.13,1065.16,191.73,6.233
2017-09-12,1169.18,1064.53,191.61,6.231
2017-09-13,1125.03,1063.89,191.5,6.403
2017-09-14,1170.19,1063.26,191.39,6.255
2017-09-15,1172.41,1062.62,191.27,6.468
2017-09-16,1199.02,1061.99,191.16,6.598
2017-09-17,1127.39,1061.37,191.05,6.335
2017-09-18,1187.39,1060.74,190.93,6.427
2017-09-19,1169.01,1060.13,190.82,6.428
2017-09-20,1193.32,1059.51,190.71,6.515
2017-09-21,1189.82,1058.91,190.6,6.61
2017-09-22,1165.58,1058.31,190.5,6.612
2017-09-23,1179.14,1057.72,190.39,6.711
2017-09-24,1140.51,1057.14,190.29,6.305
2017-09-25,1206.89,1056.57,190.18,6.561
2017-09-26,1173.31,1056.01,190.08,6.43
2017-09-27,1194.36,1055.47,189.98,6.598
2017-09-28,1169.48,1054.93,189.89,6.494
2017-09-29,1194.41,1054.41,189.79,6.808
2017-09-30,1207.75,1053.9,189.7,6.743
2017-10-01,1220.34,1053.4,189.61,6.622
2017-10-02,1237.54,1052.92,189.53,6.271
2017-10-03,1264.46,1052.46,189.44,6.571
2017-10-04,1253.88,1052.01,189.36,6.599
2017-10-05,1262.81,1051.58,189.28,6.437
2017-10-06,1276.08,1051.17,189.21,6.647
2017-10-07,1258.04,1050.77,189.14,6.64
2017-10-08,1174.47,1050.39,189.07,6.327
2017-10-09,1195.78,1050.04,189.01,6.229
2017-10-10,1194.09,1049.7,188.95,6.264
2017-10-11,1180.36,1049.38,188.89,6.486
2017-10-12,1128.58,1049.08,188.84,6.536
2017-10-13,1135.67,1048.81,188.79,6.067
2017-10-14,1141.1,1048.55,188.74,6.321
2017-10-15,1156.92,1048.32,188.7,6.255
2017-10-16,1131.88,1048.11,188.66,6.013
2017-10-17,1150.21,1047.92,188.63,6.257
2017-10-18,1217.55,1047.76,188.6,6.727
2017-10-19,1209.25,1047.62,188.57,6.529
2017-10-20,1204.72,1047.5,188.55,6.722
2017-10-21,1151.99,1047.4,188.53,6.522
2017-10-22,1183.43,1047.33,188.52,6.468
2017-10-23,1158.95,1047.29,188.51,6.676
2017-10-24,1137.06,1047.27,188.51,6.458
2017-10-25,1169.5,1047.27,188.51,6.661
2017-10-26,1208.82,1047.29,188.51,6.464
2017-10-27,1194.86,1047.34,188.52,6.936
2017-10-28,1235.15,1047.42,188.54,6.736
2017-10-29,1201.43,1047.52,188.55,6.561
2017-10-30,1258.6,1047.64,188.58,6.603
2017-10-31,1216.02,1047.79,188.6,6.39
2017-11-01,1219.82,1047.96,188.63,6.785
2017-11-02,1197.93,1048.16,188.67,6.688
2017-11-03,1256.51,1048.38,188.71,6.728
2017-11-04,1226.06,1048.62,188.75,6.646
2017-11-05,1156.7,1048.89,188.8,6.305
2017-11-06,1201.62,1049.18,188.85,6.411
2017-11-07,1199.97,1049.49,188.91,6.385
2017-11-08,1198.98,1049.82,188.97,6.518
2017-11-09,1164.27,1050.18,189.03,6.524
2017-11-10,1167.92,1050.56,189.1,6.613
2017-11-11,1163.35,1050.96,189.17,6.455
2017-11-12,1176.52,1051.38,189.25,6.694
2017-11-13,1187.37,1051.83,189.33,6.192
2017-11-14,1154.72,1052.29,189.41,6.559
2017-11-15,1183.33,1052.77,189.5,6.658
2017-11-16,1153.03,1053.27,189.59,6.478
2017-11-17,1121.97,1053.8,189.68,6.876
2017-11-18,1209.95,1054.33,189.78,6.932
2017-11-19,1224.8,1054.89,189.88,6.851
2017-11-20,1227.98,1055.46,189.98,6.693
2017-11-21,1208.24,1056.05,190.09,6.692
2017-11-22,1182.25,1056.66,190.2,6.78
2017-11-23,1177.99,1057.28,190.31,6.94
2017-11-24,1197.98,1057.91,190.42,7.09
2017-11-25,1226.09,1058.56,190.54,6.899
2017-11-26,1204.02,1059.22,190.66,6.691
2017-11-27,1210.75,1059.9,190.78,6.855
2017-11-28,1208.99,1060.58,190.9,6.896
2017-11-29,1208.3,1061.27,191.03,6.952
2017-11-30,1219.86,1061.98,191.16,7.051
2017-12-01,1234.27,1062.69,191.29,6.959
2017-12-02,1276.59,1063.42,191.42,6.836
2017-12-03,1240.37,1064.15,191.55,6.768
2017-12-04,1252.75,1064.88,191.68,6.632
2017-12-05,1237.37,1065.63,191.81,6.887
2017-12-06,1205.69,1066.37,191.95,6.687
2017-12-07,1222.07,1067.13,192.08,6.734
2017-12-08,1228.35,1067.88,192.22,6.462
2017-12-09,1196.22,1068.64,192.36,6.624
2017-12-10,1202.1,1069.4,192.49,6.832
2017-12-11,1182.53,1070.16,192.63,6.575
2017-12-12,1192.88,1070.92,192.77,6.729
2017-12-13,1182.65,1071.68,192.9,6.608
2017-12-14,1170.9,1072.44,193.04,7.038
2017-12-15,1166.23,1073.19,193.18,6.878
2017-12-16,1166.71,1073.95,193.31,6.888
2017-12-17,1144.16,1074.69,193.45,7.057
2017-12-18,1209.77,1075.44,193.58,7.168
2017-12-19,1247.99,1076.17,193.71,6.98
2017-12-20,1266.47,1076.9,193.84,7.035
2017-12-21,1178.03,1077.63,193.97,7.157
2017-12-22,1175.9,1078.34,194.1,7.289
2017-12-23,1183.11,1079.05,194.23,7.173
2017-12-24,1203.93,1079.74,194.35,7.063
2017-12-25,1229.35,1080.43,194.48,7.244
2017-12-26,1227.4,1081.1,194.6,7.086
2017-12-27,1224.05,1081.76,194.72,7.466
2017-12-28,1238.67,1082.41,194.83,7.291
2017-12-29,1219.23,1083.04,194.95,7.526
2017-12-30,1236.85,1083.66,195.06,7.312
2017-12-31,1249.59,1084.27,195.17,7.31
2018-01-01,1222.73,1084.86,195.27,7.066
2018-01-02,1239.03,1085.43,195.38,7.081
2018-01-03,1246.06,1085.99,195.48,7.329
2018-01-04,1292.64,1086.53,195.57,7.483
2018-01-05,1285.05,1087.05,195.67,7.4
2018-01-06,1295.52,1087.55,195.76,7.199
2018-01-07,1242.53,1088.03,195.85,7.116
2018-01-08,1179.79,1088.49,195.93,6.815
2018-01-09,1224.97,1088.94,196.01,6.806
2018-01-10,1145.85,1089.36,196.08,7.121
2018-01-11,1229.32,1089.76,196.16,7.333
2018-01-12,1156.69,1090.14,196.23,7.228
2018-01-13,1209.04,1090.5,196.29,6.916
2018-01-14,1164.17,1090.83,196.35,7.089
2018-01-15,1199.89,1091.15,196.41,7.05
2018-01-16,1240.65,1091.44,196.46,7.352
2018-01-17,1113.78,1091.7,196.51,7.015
2018-01-18,1243.54,1091.95,196.55,7.483
2018-01-19,1183.9,1092.17,196.59,7.765
2018-01-20,1229.7,1092.36,196.63,7.572
2018-01-21,1213.73,1092.53,196.66,7.51
2018-01-22,1220.54,1092.68,196.68,7.414
2018-01-23,1198.49,1092.8,196.7,7.47
2018-01-24,1238.02,1092.9,196.72,7.613
2018-01-25,1192.63,1092.98,196.74,7.512
2018-01-26,1256.64,1093.03,196.75,7.745
2018-01-27,1226.14,1093.06,196.75,7.431
2018-01-28,1210.83,1093.06,196.75,7.56
2018-01-29,1283.79,1093.03,196.75,7.498
2018-01-30,1254.4,1092.99,196.74,7.433
2018-01-31,1304.87,1092.92,196.73,7.593
2018-02-01,1296.35,1092.82,196.71,7.609
2018-02-02,1257.77,1092.7,196.69,7.585
2018-02-03,1278.31,1092.56,196.66,7.627
2018-02-04,1286.51,1092.4,196.63,7.461
2018-02-05,1249.72,1092.21,196.6,7.338
2018-02-06,1226.6,1092.0,196.56,7.19
2018-02-07,1220.17,1091.77,196.52,7.502
2018-02-08,1209.72,1091.51,196.47,7.362
2018-02-09,1209.43,1091.24,196.42,7.465
2018-02-10,1234.39,1090.94,196.37,7.413
2018-02-11,1199.85,1090.62,196.31,7.569
2018-02-12,1184.32,1090.29,196.25,7.405
2018-02-13,1173.27,1089.93,196.19,7.368
2018-02-14,1165.92,1089.55,196.12,7.541
2018-02-15,1139.72,1089.16,196.05,7.315
2018-02-16,1146.86,1088.74,195.97,7.59
2018-02-17,1189.78,1088.31,195.9,7.789
2018-02-18,1216.61,1087.86,195.82,7.737
2018-02-19,1232.12,1087.4,195.73,7.683
2018-02-20,1158.84,1086.92,195.65,7.768
2018-02-21,1224.05,1086.42,195.56,7.896
2018-02-22,1207.63,1085.92,195.46,7.634
2018-02-23,1201.7,1085.39,195.37,7.699
2018-02-24,1218.77,1084.86,195.27,7.879
2018-02-25,1207.65,1084.31,195.18,7.689
2018-02-26,1176.69,1083.75,195.07,7.885
2018-02-27,1249.41,1083.18,194.97,7.716
2018-02-28,1240.76,1082.6,194.87,7.606
2018-03-01,1235.1,1082.01,194.76,7.771
2018-03-02,1227.34,1081.41,194.65,7.618
2018-03-03,1222.53,1080.81,194.55,7.872
2018-03-04,1265.46,1080.2,194.44,7.797
2018-03-05,1300.82,1079.58,194.32,7.72
2018-03-06,1273.49,1078.96,194.21,7.925
2018-03-07,1241.01,1078.33,194.1,8.023
2018-03-08,1207.38,1077.7,193.99,7.692
2018-03-09,1200.77,1077.07,193.87,7.481
2018-03-10,1218.99,1076.43,193.76,7.762
2018-03-11,1209.93,1075.8,193.64,7.672
2018-03-12,1126.18,1075.16,193.53,7.593
2018-03-13,1198.02,1074.53,193.41,7.697
2018-03-14,1157.19,1073.89,193.3,7.522
2018-03-15,1140.58,1073.26,193.19,7.985
2018-03-16,1159.94,1072.64,193.07,7.652
2018-03-17,1165.29,1072.01,192.96,7.806
2018-03-18,1182.58,1071.4,192.85,7.68
2018-03-19,1227.14,1070.78,192.74,7.72
2018-03-20,1222.22,1070.18,192.63,8.036
2018-03-21,1201.31,1069.58,192.52,7.903
2018-03-22,1177.3,1068.99,192.42,8.116
2018-03-23,1172.34,1068.41,192.31,8.065
2018-03-24,1215.44,1067.84,192.21,7.972
2018-03-25,1160.11,1067.28,192.11,8.063
2018-03-26,1218.71,1066.74,192.01,7.819
2018-03-27,1194.95,1066.2,191.92,7.654
2018-03-28,1200.95,1065.68,191.82,7.851
2018-03-29,1170.93,1065.17,191.73,8.092
2018-03-30,1211.46,1064.67,191.64,8.094
2018-03-31,1234.8,1064.19,191.55,7.805
2018-04-01,1198.66,1063.73,191.47,7.82
2018-04-02,1245.61,1063.28,191.39,7.783
2018-04-03,1242.72,1062.85,191.31,7.828
2018-04-04,1231.98,1062.44,191.24,7.785
2018-04-05,1269.33,1062.04,191.17,7.952
2018-04-06,1205.27,1061.66,191.1,7.959
2018-04-07,1263.19,1061.31,191.04,8.084
2018-04-08,1221.6,1060.97,190.97,7.75
2018-04-09,1216.58,1060.65,190.92,7.58
2018-04-10,1190.98,1060.35,190.86,7.569
2018-04-11,1171.93,1060.08,190.81,7.709
2018-04-12,1159.54,1059.82,190.77,7.67
2018-04-13,1160.84,1059.59,190.73,7.648
2018-04-14,1172.71,1059.38,190.69,7.616
2018-04-15,1135.76,1059.19,190.65,7.564
2018-04-16,1162.8,1059.03,190.63,7.444
2018-04-17,1185.83,1058.89,190.6,7.619
2018-04-18,1200.75,1058.77,190.58,8.012
2018-04-19,1166.48,1058.67,190.56,7.809
2018-04-20,1161.4,1058.6,190.55,8.018
2018-04-21,1204.2,1058.56,190.54,7.931
2018-04-22,1183.29,1058.54,190.54,7.908
2018-04-23,1202.86,1058.54,190.54,7.807
2018-04-24,1172.3,1058.56,190.54,7.649
2018-04-25,1204.28,1058.61,190.55,7.746
2018-04-26,1185.9,1058.69,190.56,7.974
2018-04-27,1177.92,1058.79,190.58,8.109
2018-04-28,1190.95,1058.91,190.6,7.66
2018-04-29,1180.0,1059.06,190.63,7.876
2018-04-30,1257.24,1059.23,190.66,7.917
2018-05-01,1218.75,1059.43,190.7,7.77
2018-05-02,1242.42,1059.65,190.74,7.927
2018-05-03,1223.45,1059.89,190.78,7.849
2018-05-04,1218.51,1060.16,190.83,7.932
2018-05-05,1242.01,1060.45,190.88,7.691
2018-05-06,1205.77,1060.76,190.94,7.261
2018-05-07,1173.18,1061.09,191.0,7.595
2018-05-08,1167.18,1061.45,191.06,7.376
2018-05-09,1189.98,1061.83,191.13,7.51
2018-05-10,1196.31,1062.23,191.2,7.47
2018-05-11,1218.86,1062.65,191.28,7.479
2018-05-12,1186.63,1063.1,191.36,7.566
2018-05-13,1188.07,1063.56,191.44,7.404
2018-05-14,1183.93,1064.04,191.53,7.475
2018-05-15,1136.36,1064.54,191.62,7.496
2018-05-16,1133.87,1065.07,191.71,7.55
2018-05-17,1124.58,1065.6,191.81,7.61
2018-05-18,1182.79,1066.16,191.91,8.032
2018-05-19,1223.9,1066.73,192.01,7.651
2018-05-20,1207.95,1067.32,192.12,7.677
2018-05-21,1199.61,1067.93,192.23,7.757
2018-05-22,1138.41,1068.55,192.34,7.783
2018-05-23,1239.67,1069.18,192.45,7.53
2018-05-24,1175.28,1069.83,192.57,7.732
2018-05-25,1242.09,1070.49,192.69,7.942
2018-05-26,1168.5,1071.17,192.81,7.776
2018-05-27,1187.27,1071.85,192.93,7.642
2018-05-28,1162.58,1072.55,193.06,7.529
2018-05-29,1225.85,1073.25,193.19,7.518
2018-05-30,1201.14,1073.96,193.31,7.667
2018-05-31,1209.63,1074.69,193.44,7.67
2018-06-01,1210.98,1075.42,193.58,7.705
2018-06-02,1265.98,1076.15,193.71,7.655
2018-06-03,1271.69,1076.9,193.84,7.467
2018-06-04,1302.26,1077.65,193.98,7.547
2018-06-05,1182.61,1078.4,194.11,7.592
2018-06-06,1206.57,1079.15,194.25,7.096
2018-06-07,1176.07,1079.91,194.38,7.416
2018-06-08,1198.27,1080.67,194.52,7.294
2018-06-09,1193.95,1081.43,194.66,7.389
2018-06-10,1213.85,1082.19,194.79,7.228
2018-06-11,1222.95,1082.95,194.93,7.248
2018-06-12,1218.13,1083.71,195.07,7.306
2018-06-13,1172.58,1084.47,195.2,7.255
2018-06-14,1207.17,1085.22,195.34,7.434
2018-06-15,1177.89,1085.97,195.47,7.025
2018-06-16,1165.24,1086.71,195.61,7.432
2018-06-17,1150.49,1087.44,195.74,7.188
2018-06-18,1217.94,1088.17,195.87,7.456
2018-06-19,1263.52,1088.9,196.0,7.188
2018-06-20,1227.89,1089.61,196.13,7.301
2018-06-21,1222.11,1090.32,196.26,7.485
2018-06-22,1210.99,1091.01,196.38,7.473
2018-06-23,1270.51,1091.7,196.51,7.443
2018-06-24,1246.83,1092.37,196.63,7.44
2018-06-25,1205.12,1093.03,196.75,7.032
2018-06-26,1219.18,1093.68,196.86,7.368
2018-06-27,1225.9,1094.31,196.98,7.319
2018-06-28,1240.23,1094.93,197.09,7.359
2018-06-29,1228.75,1095.54,197.2,7.215
2018-06-30,1261.45,1096.13,197.3,7.385
2018-07-01,1291.54,1096.7,197.41,6.936
2018-07-02,1238.34,1097.26,197.51,7.238
2018-07-03,1249.64,1097.8,197.6,6.988
2018-07-04,1270.31,1098.32,197.7,7.24
2018-07-05,1276.83,1098.82,197.79,7.285
2018-07-06,1334.71,1099.3,197.87,7.447
2018-07-07,1315.73,1099.77,197.96,7.219
2018-07-08,1245.95,1100.21,198.04,6.809
2018-07-09,1219.34,1100.63,198.11,6.765
2018-07-10,1217.34,1101.03,198.19,6.986
2018-07-11,1188.77,1101.41,198.25,6.964
2018-07-12,1233.72,1101.77,198.32,6.92
2018-07-13,1222.05,1102.1,198.38,6.945
2018-07-14,1233.43,1102.42,198.43,6.719
2018-07-15,1193.83,1102.71,198.49,6.855
2018-07-16,1188.41,1102.97,198.54,6.532
2018-07-17,1188.37,1103.22,198.58,6.841
2018-07-18,1267.69,1103.44,198.62,7.082
2018-07-19,1209.79,1103.63,198.65,7.42
2018-07-20,1253.29,1103.8,198.68,7.009
2018-07-21,1232.72,1103.95,198.71,7.063
2018-07-22,1207.24,1104.07,198.73,7.193
2018-07-23,1183.43,1104.17,198.75,7.055
2018-07-24,1226.52,1104.25,198.76,6.837
2018-07-25,1263.05,1104.3,198.77,7.014
2018-07-26,1271.1,1104.33,198.78,7.054
2018-07-27,1246.39,1104.33,198.78,7.096
2018-07-28,1287.13,1104.3,198.77,6.914
2018-07-29,1249.25,1104.26,198.77,6.889
2018-07-30,1277.98,1104.19,198.75,6.643
2018-07-31,1254.17,1104.09,198.74,6.86
2018-08-01,1259.84,1103.97,198.72,6.965
2018-08-02,1262.99,1103.83,198.69,6.952
2018-08-03,1238.67,1103.67,198.66,6.794
2018-08-04,1317.55,1103.48,198.63,7.042
2018-08-05,1209.22,1103.27,198.59,6.62
2018-08-06,1208.51,1103.04,198.55,6.425
2018-08-07,1201.56,1102.78,198.5,6.488
2018-08-08,1222.89,1102.51,198.45,6.41
2018-08-09,1264.55,1102.21,198.4,6.535
2018-08-10,1268.74,1101.89,198.34,6.604
2018-08-11,1181.72,1101.56,198.28,6.752
2018-08-12,1204.9,1101.2,198.22,6.432
