date,term_days,demand_bln,allotment_bln,cut_rate,weighted_avg_rate,key_rate
2020-02-29,7,1191.14,898.3,7.918,7.924,7.591
2020-03-01,7,1121.06,884.74,7.864,7.83,7.598
2020-03-02,7,1083.67,897.04,7.893,7.846,7.604
2020-03-03,7,1079.52,920.03,7.941,7.882,7.61
2020-03-04,7,1244.2,907.28,7.926,7.891,7.616
2020-03-05,7,1085.07,912.34,7.911,7.901,7.621
2020-03-06,7,1192.96,897.18,7.873,7.85,7.627
2020-03-07,7,971.89,897.18,7.939,7.868,7.632
2020-03-08,7,1061.09,944.52,7.747,7.759,7.637
2020-03-09,7,966.2,957.75,7.818,7.801,7.642
2020-03-10,7,889.49,901.44,7.656,7.625,7.647
2020-03-11,7,1061.01,982.17,7.91,7.864,7.651
2020-03-12,7,1012.44,986.19,7.819,7.794,7.656
2020-03-13,7,948.81,997.15,7.774,7.633,7.66
2020-03-14,7,1177.15,976.82,7.779,7.741,7.664
2020-03-15,7,978.38,991.58,7.887,7.919,7.667
2020-03-16,7,1017.46,1048.38,7.585,7.546,7.671
2020-03-17,7,993.14,963.62,7.758,7.713,7.674
2020-03-18,7,1287.31,939.49,8.018,7.938,7.677
2020-03-19,7,1013.24,923.93,8.02,7.995,7.68
2020-03-20,7,1418.45,1040.23,8.233,8.174,7.683
2020-03-21,7,1246.72,1041.47,8.009,8.024,7.686
2020-03-22,7,1223.49,947.59,8.117,8.024,7.688
2020-03-23,7,1160.59,954.5,8.185,8.112,7.69
2020-03-24,7,1383.93,968.22,8.096,8.016,7.692
2020-03-25,7,1307.66,1021.63,7.99,8.032,7.694
2020-03-26,7,1131.53,932.57,7.942,7.883,7.695
2020-03-27,7,1130.36,907.25,8.106,8.029,7.697
2020-03-28,7,1341.08,1050.04,8.179,8.025,7.698
2020-03-29,7,1262.17,982.84,8.092,7.997,7.698
2020-03-30,7,1285.77,985.19,8.148,8.124,7.699
2020-03-31,7,1218.01,959.14,8.257,8.233,7.7
2020-04-01,7,1135.87,979.34,8.117,8.034,7.7
2020-04-02,7,1126.52,906.45,7.962,7.882,7.7
2020-04-03,7,1221.15,926.14,8.054,8.097,7.7
2020-04-04,7,1161.8,955.1,8.159,8.244,7.7
2020-04-05,7,1148.47,867.54,8.029,8.037,7.699
2020-04-06,7,1185.76,931.81,8.169,8.197,7.698
2020-04-07,7,1158.4,924.81,8.042,8.08,7.697
2020-04-08,7,1056.12,921.94,7.873,7.934,7.696
2020-04-09,7,827.21,908.07,7.817,7.752,7.695
2020-04-10,7,883.62,887.19,7.856,7.762,7.693
2020-04-11,7,979.59,852.86,7.858,7.9,7.691
2020-04-12,7,1096.15,916.2,7.711,7.612,7.689
2020-04-13,7,1103.52,895.08,7.802,7.7,7.687
2020-04-14,7,897.89,851.87,7.736,7.636,7.685
2020-04-15,7,974.28,896.61,7.799,7.743,7.682
2020-04-16,7,979.92,878.54,7.766,7.616,7.679
2020-04-17,7,999.06,867.23,7.907,7.786,7.676
2020-04-18,7,1039.22,802.46,8.105,8.024,7.673
2020-04-19,7,1205.03,896.54,8.064,7.955,7.67
2020-04-20,7,1077.19,824.3,7.915,7.918,7.666
2020-04-21,7,1134.24,864.66,8.004,7.955,7.662
2020-04-22,7,992.3,829.32,7.9,7.879,7.658
2020-04-23,7,1043.9,839.37,7.992,7.966,7.654
2020-04-24,7,1091.74,888.91,8.051,7.991,7.65
2020-04-25,7,1013.97,863.03,8.074,8.074,7.645
2020-04-26,7,1001.44,880.1,8.028,8.001,7.64
2020-04-27,7,1048.87,848.52,8.086,8.02,7.635
2020-04-28,7,1058.49,847.54,8.001,7.867,7.63
2020-04-29,7,982.3,768.38,7.956,7.932,7.625
2020-04-30,7,1073.89,816.98,8.039,7.926,7.619
2020-05-01,7,1051.11,817.95,8.036,8.005,7.614
2020-05-02,7,1082.95,866.74,7.916,7.87,7.608
2020-05-03,7,963.01,804.66,7.982,7.864,7.602
2020-05-04,7,1112.99,830.49,7.922,7.885,7.595
2020-05-05,7,1045.24,828.34,7.778,7.738,7.589
2020-05-06,7,873.73,860.57,7.768,7.727,7.582
2020-05-07,7,843.97,815.37,7.622,7.579,7.576
2020-05-08,7,842.09,849.41,7.745,7.662,7.569
2020-05-09,7,767.29,761.55,7.589,7.568,7.562
2020-05-10,7,769.72,765.89,7.647,7.562,7.554
2020-05-11,7,764.1,744.0,7.662,7.558,7.547
2020-05-12,7,940.77,853.33,7.785,7.769,7.539
2020-05-13,7,922.0,851.67,7.639,7.636,7.532
2020-05-14,7,1011.89,862.11,7.588,7.568,7.524
2020-05-15,7,928.98,809.97,7.695,7.634,7.516
2020-05-16,7,986.01,817.23,7.64,7.493,7.507
2020-05-17,7,915.54,836.31,7.712,7.736,7.499
2020-05-18,7,1175.48,894.96,7.759,7.612,7.49
2020-05-19,7,1117.58,907.86,7.849,7.828,7.482
2020-05-20,7,1176.77,880.76,8.021,8.076,7.473
2020-05-21,7,1058.25,869.19,7.795,7.752,7.464
2020-05-22,7,1047.71,909.18,7.82,7.784,7.455
2020-05-23,7,1195.13,858.51,7.663,7.632,7.446
2020-05-24,7,1005.03,858.96,7.718,7.678,7.436
2020-05-25,7,1139.92,873.43,7.814,7.881,7.427
2020-05-26,7,1018.57,849.11,7.741,7.649,7.417
2020-05-27,7,1200.65,882.74,7.807,7.708,7.408
2020-05-28,7,1172.66,855.31,7.782,7.715,7.398
2020-05-29,7,1228.18,935.88,7.632,7.669,7.388
2020-05-30,7,1266.45,924.61,7.809,7.73,7.378
2020-05-31,7,1221.25,961.17,7.618,7.59,7.367
2020-06-01,7,1245.34,859.61,7.646,7.65,7.357
2020-06-02,7,1314.55,988.61,7.715,7.704,7.347
2020-06-03,7,1045.01,872.32,7.812,7.812,7.336
2020-06-04,7,1136.02,890.6,7.595,7.616,7.326
2020-06-05,7,950.45,915.83,7.477,7.442,7.315
2020-06-06,7,1017.78,988.16,7.467,7.394,7.304
2020-06-07,7,876.07,954.92,7.496,7.453,7.293
2020-06-08,7,1019.22,942.89,7.527,7.46,7.282
2020-06-09,7,871.36,927.83,7.389,7.465,7.271
2020-06-10,7,772.75,911.29,7.491,7.414,7.26
2020-06-11,7,1025.22,1002.68,7.505,7.479,7.249
2020-06-12,7,983.86,994.28,7.53,7.405,7.238
2020-06-13,7,997.38,1016.62,7.416,7.373,7.226
2020-06-14,7,790.36,985.79,7.377,7.313,7.215
2020-06-15,7,865.77,881.7,7.315,7.299,7.203
2020-06-16,7,966.2,932.52,7.225,7.21,7.192
2020-06-17,7,993.17,993.89,7.308,7.329,7.18
2020-06-18,7,1256.55,965.84,7.527,7.544,7.168
2020-06-19,7,1326.16,960.0,7.498,7.445,7.157
2020-06-20,7,1234.39,941.34,7.543,7.446,7.145
2020-06-21,7,1369.85,1013.12,7.367,7.275,7.133
2020-06-22,7,1352.65,995.53,7.457,7.422,7.121
2020-06-23,7,1184.12,996.33,7.619,7.577,7.109
2020-06-24,7,1246.98,955.45,7.527,7.49,7.098
2020-06-25,7,1325.66,982.25,7.485,7.408,7.086
2020-06-26,7,1145.4,927.35,7.455,7.477,7.074
2020-06-27,7,1167.36,967.36,7.382,7.259,7.062
2020-06-28,7,1156.0,880.8,7.259,7.18,7.05
2020-06-29,7,1049.49,911.44,7.424,7.32,7.038
2020-06-30,7,1125.89,951.76,7.18,7.119,7.026
2020-07-01,7,1268.47,1042.58,7.338,7.35,7.014
2020-07-02,7,1165.7,892.55,7.351,7.287,7.002
2020-07-03,7,1168.93,907.9,7.304,7.259,6.989
2020-07-04,7,1291.2,954.61,7.501,7.484,6.977
2020-07-05,7,1201.42,1004.32,7.461,7.395,6.965
2020-07-06,7,1125.97,944.63,7.386,7.355,6.953
2020-07-07,7,1255.65,957.11,7.217,7.18,6.941
2020-07-08,7,902.83,915.55,7.233,7.127,6.929
2020-07-09,7,905.73,904.18,7.117,7.044,6.917
2020-07-10,7,828.9,919.51,6.98,6.948,6.905
2020-07-11,7,953.16,888.09,7.046,7.06,6.894
2020-07-12,7,1092.26,930.93,7.108,7.122,6.882
2020-07-13,7,816.49,843.78,6.972,7.027,6.87
2020-07-14,7,1047.5,925.57,7.019,6.994,6.858
2020-07-15,7,930.52,890.24,7.022,6.951,6.846
2020-07-16,7,795.95,875.85,6.896,6.843,6.835
2020-07-17,7,802.74,820.44,6.951,6.896,6.823
2020-07-18,7,1000.55,838.35,7.079,7.009,6.811
2020-07-19,7,1131.93,909.41,7.219,7.188,6.8
2020-07-20,7,1114.73,855.14,7.065,7.037,6.788
2020-07-21,7,1229.83,867.35,7.15,7.041,6.777
2020-07-22,7,950.05,822.19,7.004,7.009,6.765
2020-07-23,7,1043.53,847.56,7.013,6.871,6.754
2020-07-24,7,954.35,796.4,6.998,6.937,6.743
2020-07-25,7,986.32,844.04,7.058,7.066,6.732
2020-07-26,7,1085.9,849.93,7.085,7.065,6.721
2020-07-27,7,1073.12,844.9,7.089,7.021,6.71
2020-07-28,7,898.9,799.09,6.907,6.955,6.699
2020-07-29,7,1037.66,816.12,7.024,6.952,6.688
2020-07-30,7,991.23,844.63,6.967,6.817,6.677
2020-07-31,7,1037.75,816.52,7.059,7.032,6.666
2020-08-01,7,1114.15,812.32,6.984,6.846,6.656
2020-08-02,7,1160.44,887.84,6.989,6.897,6.645
2020-08-03,7,1010.86,787.15,6.926,6.907,6.635
2020-08-04,7,1053.2,857.86,7.113,7.04,6.625
2020-08-05,7,822.79,779.63,6.662,6.641,6.615
2020-08-06,7,923.53,843.36,6.723,6.615,6.605
2020-08-07,7,919.72,846.0,6.754,6.746,6.595
2020-08-08,7,838.35,804.51,6.715,6.58,6.585
2020-08-09,7,833.96,781.3,6.664,6.68,6.576
2020-08-10,7,714.99,756.86,6.571,6.497,6.566
2020-08-11,7,799.51,806.57,6.651,6.678,6.557
2020-08-12,7,939.66,849.14,6.621,6.529,6.547
2020-08-13,7,889.38,795.96,6.823,6.869,6.538
2020-08-14,7,888.66,840.35,6.86,6.763,6.529
2020-08-15,7,921.65,788.87,6.666,6.527,6.52
2020-08-16,7,912.04,836.24,6.549,6.501,6.512
2020-08-17,7,833.77,808.43,6.712,6.724,6.503
2020-08-18,7,996.85,850.25,6.766,6.756,6.495
2020-08-19,7,1163.58,840.07,6.793,6.801,6.486
2020-08-20,7,1092.97,820.78,6.778,6.769,6.478
2020-08-21,7,1193.87,844.4,6.78,6.689,6.47
2020-08-22,7,1212.33,839.94,6.784,6.773,6.463
2020-08-23,7,970.94,831.96,6.7,6.655,6.455
2020-08-24,7,1075.35,921.26,6.741,6.656,6.448
2020-08-25,7,912.14,876.26,6.872,6.831,6.44
2020-08-26,7,1098.07,817.34,6.78,6.728,6.433
2020-08-27,7,1161.42,878.19,6.786,6.807,6.426
2020-08-28,7,1198.08,937.6,6.591,6.515,6.419
2020-08-29,7,1036.54,884.49,6.838,6.76,6.413
2020-08-30,7,1223.8,969.05,6.701,6.616,6.406
2020-08-31,7,1146.11,892.07,6.84,6.885,6.4
2020-09-01,7,1259.3,944.98,6.756,6.674,6.394
2020-09-02,7,1251.56,968.82,6.693,6.708,6.388
2020-09-03,7,1261.33,953.31,6.598,6.496,6.382
2020-09-04,7,1126.86,894.29,6.901,6.876,6.377
2020-09-05,7,1046.13,914.04,6.585,6.549,6.371
2020-09-06,7,1092.15,992.38,6.585,6.597,6.366
2020-09-07,7,885.72,927.41,6.656,6.661,6.361
2020-09-08,7,1153.71,993.6,6.524,6.478,6.356
2020-09-09,7,1088.33,947.98,6.61,6.533,6.351
2020-09-10,7,1056.01,971.27,6.459,6.49,6.347
2020-09-11,7,987.48,920.77,6.552,6.47,6.343
2020-09-12,7,1124.28,950.61,6.438,6.275,6.339
2020-09-13,7,867.43,943.54,6.445,6.302,6.335
2020-09-14,7,1130.89,983.98,6.489,6.358,6.331
2020-09-15,7,992.56,980.89,6.376,6.356,6.328
2020-09-16,7,1131.9,994.98,6.501,6.562,6.325
2020-09-17,7,1019.78,962.39,6.447,6.295,6.321
2020-09-18,7,1108.99,947.39,6.51,6.42,6.319
2020-09-19,7,1213.48,986.35,6.629,6.584,6.316
2020-09-20,7,1275.4,943.53,6.636,6.663,6.314
2020-09-21,7,1273.9,1016.53,6.729,6.64,6.311
2020-09-22,7,1188.08,973.62,6.682,6.662,6.309
2020-09-23,7,1176.65,964.67,6.773,6.711,6.307
2020-09-24,7,1308.63,990.35,6.697,6.778,6.306
2020-09-25,7,1366.66,969.23,6.61,6.567,6.304
2020-09-26,7,1001.22,911.25,6.648,6.616,6.303
2020-09-27,7,1388.24,929.17,6.624,6.578,6.302
2020-09-28,7,1286.38,1000.06,6.69,6.62,6.301
2020-09-29,7,1266.9,962.39,6.655,6.653,6.301
2020-09-30,7,1107.54,896.72,6.6,6.492,6.3
2020-10-01,7,1223.69,963.75,6.651,6.501,6.3
2020-10-02,7,1192.14,927.45,6.687,6.629,6.3
2020-10-03,7,1081.44,911.79,6.57,6.561,6.3
2020-10-04,7,1081.96,897.49,6.676,6.597,6.301
2020-10-05,7,1320.46,967.54,6.525,6.484,6.301
2020-10-06,7,983.76,858.57,6.741,6.63,6.302
2020-10-07,7,1165.28,892.74,6.695,6.699,6.303
2020-10-08,7,939.58,920.84,6.585,6.567,6.304
2020-10-09,7,940.42,966.38,6.367,6.318,6.306
2020-10-10,7,1117.13,924.97,6.548,6.507,6.308
2020-10-11,7,847.45,870.39,6.534,6.415,6.309
2020-10-12,7,909.64,947.95,6.447,6.33,6.312
2020-10-13,7,870.92,841.44,6.434,6.378,6.314
2020-10-14,7,882.4,892.65,6.379,6.355,6.316
2020-10-15,7,940.23,895.02,6.361,6.34,6.319
2020-10-16,7,894.35,841.8,6.412,6.344,6.322
2020-10-17,7,953.21,891.88,6.374,6.362,6.325
2020-10-18,7,1064.09,844.46,6.806,6.827,6.328
2020-10-19,7,1070.52,881.94,6.562,6.507,6.332
2020-10-20,7,1042.1,788.59,6.697,6.663,6.335
2020-10-21,7,1084.9,860.3,6.724,6.664,6.339
2020-10-22,7,1021.2,830.0,6.722,6.666,6.343
2020-10-23,7,1222.89,880.79,6.733,6.692,6.348
2020-10-24,7,1052.88,835.42,6.778,6.813,6.352
2020-10-25,7,1190.95,877.4,6.671,6.667,6.357
2020-10-26,7,1160.85,848.48,6.719,6.71,6.362
2020-10-27,7,1130.86,823.63,6.693,6.62,6.367
2020-10-28,7,1131.0,853.39,6.826,6.731,6.372
2020-10-29,7,1081.63,851.71,6.895,6.865,6.377
2020-10-30,7,1061.1,838.89,6.637,6.649,6.383
2020-10-31,7,926.58,740.98,6.576,6.612,6.389
2020-11-01,7,862.02,786.05,6.79,6.617,6.395
2020-11-02,7,1152.93,868.49,6.836,6.909,6.401
2020-11-03,7,1000.81,776.09,6.914,6.884,6.407
2020-11-04,7,1137.41,851.32,6.822,6.818,6.413
2020-11-05,7,880.32,845.94,6.682,6.545,6.42
2020-11-06,7,879.21,796.98,6.71,6.648,6.427
2020-11-07,7,708.69,754.08,6.701,6.692,6.434
2020-11-08,7,770.82,805.91,6.662,6.553,6.441
2020-11-09,7,767.42,900.83,6.496,6.301,6.448
2020-11-10,7,831.92,800.5,6.605,6.572,6.456
2020-11-11,7,796.37,805.88,6.638,6.585,6.464
2020-11-12,7,784.18,802.04,6.613,6.636,6.471
2020-11-13,7,950.86,883.07,6.626,6.568,6.479
2020-11-14,7,849.27,835.93,6.763,6.709,6.488
2020-11-15,7,773.23,826.67,6.585,6.57,6.496
2020-11-16,7,1131.29,902.45,6.718,6.72,6.504
2020-11-17,7,919.18,877.89,6.688,6.603,6.513
2020-11-18,7,982.49,830.27,6.803,6.8,6.522
2020-11-19,7,1003.1,824.64,6.794,6.718,6.53
2020-11-20,7,1147.08,913.17,6.753,6.704,6.539
2020-11-21,7,1103.42,878.54,6.937,6.921,6.549
2020-11-22,7,1139.4,829.15,6.903,6.895,6.558
2020-11-23,7,1044.35,826.46,6.851,6.817,6.567
2020-11-24,7,1213.25,855.36,6.777,6.673,6.577
2020-11-25,7,1058.27,856.62,6.971,6.827,6.586
2020-11-26,7,1087.59,833.97,6.932,6.873,6.596
2020-11-27,7,1179.61,872.65,6.899,6.898,6.606
2020-11-28,7,1207.84,884.47,6.889,6.861,6.616
2020-11-29,7,1245.51,905.86,6.957,6.919,6.626
2020-11-30,7,1231.53,986.61,7.024,6.974,6.636
2020-12-01,7,1172.06,923.2,6.97,6.936,6.647
2020-12-02,7,998.44,931.69,6.912,6.812,6.657
2020-12-03,7,1204.42,960.22,7.013,7.002,6.668
2020-12-04,7,1274.12,938.72,7.112,7.104,6.678
2020-12-05,7,1295.36,965.43,7.042,6.975,6.689
2020-12-06,7,1006.98,965.39,6.855,6.827,6.7
2020-12-07,7,1142.93,963.74,6.835,6.699,6.711
2020-12-08,7,1080.3,1059.87,6.801,6.76,6.722
2020-12-09,7,990.93,998.21,6.809,6.753,6.733
2020-12-10,7,943.11,931.42,6.761,6.774,6.744
2020-12-11,7,945.67,984.86,7.0,6.94,6.755
2020-12-12,7,1040.91,946.46,6.954,6.947,6.767
2020-12-13,7,1064.18,991.7,6.935,6.865,6.778
2020-12-14,7,1021.32,929.49,6.963,6.799,6.79
2020-12-15,7,955.85,940.01,6.978,6.917,6.801
2020-12-16,7,1036.57,991.6,6.904,6.864,6.813
2020-12-17,7,888.75,1014.87,6.948,6.906,6.824
2020-12-18,7,1296.9,997.54,7.148,7.106,6.836
2020-12-19,7,1289.99,1009.46,7.399,7.323,6.848
2020-12-20,7,1172.35,991.87,7.291,7.225,6.859
2020-12-21,7,1241.01,983.66,7.235,7.128,6.871
2020-12-22,7,1197.47,958.46,7.342,7.193,6.883
2020-12-23,7,1414.86,1002.63,7.344,7.289,6.895
2020-12-24,7,1194.32,1007.77,7.147,7.059,6.907
2020-12-25,7,1253.82,967.07,7.251,7.255,6.919
2020-12-26,7,1138.07,962.23,7.28,7.12,6.931
2020-12-27,7,1248.33,1018.74,7.342,7.306,6.943
2020-12-28,7,1238.83,958.74,7.287,7.343,6.955
2020-12-29,7,1200.74,958.22,7.309,7.25,6.967
2020-12-30,7,1229.37,968.37,7.292,7.242,6.979
2020-12-31,7,1223.49,943.6,7.425,7.396,6.991
2021-01-01,7,1124.29,913.68,7.238,7.213,7.003
2021-01-02,7,1274.75,950.79,7.331,7.26,7.015
2021-01-03,7,1159.85,931.18,7.23,7.129,7.027
2021-01-04,7,1251.9,991.84,7.307,7.289,7.039
2021-01-05,7,1233.5,949.65,7.427,7.281,7.051
2021-01-06,7,1153.92,895.79,7.44,7.432,7.063
2021-01-07,7,1237.82,936.65,7.4,7.33,7.075
2021-01-08,7,985.41,916.36,7.327,7.277,7.087
2021-01-09,7,1028.61,945.83,7.357,7.281,7.099
2021-01-10,7,897.06,876.06,7.255,7.277,7.111
2021-01-11,7,863.68,895.47,7.293,7.255,7.123
2021-01-12,7,823.4,879.9,7.248,7.182,7.135
2021-01-13,7,806.38,880.0,7.347,7.279,7.146
2021-01-14,7,1002.43,841.66,7.213,7.155,7.158
2021-01-15,7,774.87,887.62,7.464,7.533,7.17
2021-01-16,7,1004.68,877.07,7.423,7.307,7.182
2021-01-17,7,888.45,902.59,7.247,7.251,7.193
2021-01-18,7,1163.76,852.63,7.492,7.47,7.205
2021-01-19,7,912.4,834.16,7.6,7.627,7.216
2021-01-20,7,1091.11,872.05,7.551,7.532,7.228
2021-01-21,7,1126.73,812.75,7.633,7.583,7.239
2021-01-22,7,1161.09,874.93,7.571,7.572,7.25
2021-01-23,7,1083.39,871.58,7.733,7.695,7.261
2021-01-24,7,974.93,874.72,7.623,7.611,7.273
2021-01-25,7,979.42,841.28,7.827,7.849,7.284
2021-01-26,7,1117.06,808.8,7.693,7.647,7.295
2021-01-27,7,1028.17,827.74,7.548,7.476,7.305
2021-01-28,7,1056.51,835.68,7.833,7.751,7.316
2021-01-29,7,1036.23,801.61,7.765,7.737,7.327
2021-01-30,7,1010.84,867.1,7.718,7.624,7.338
2021-01-31,7,1094.63,840.35,7.75,7.682,7.348
2021-02-01,7,975.32,788.82,7.613,7.515,7.358
2021-02-02,7,1146.48,886.34,7.574,7.55,7.369
2021-02-03,7,1009.14,824.62,7.726,7.638,7.379
2021-02-04,7,897.11,784.08,7.849,7.735,7.389
2021-02-05,7,807.42,794.86,7.581,7.475,7.399
2021-02-06,7,966.8,877.9,7.695,7.617,7.409
2021-02-07,7,964.69,891.97,7.674,7.6,7.418
2021-02-08,7,911.5,866.05,7.58,7.542,7.428
2021-02-09,7,987.06,879.85,7.682,7.624,7.438
2021-02-10,7,909.19,879.54,7.719,7.687,7.447
2021-02-11,7,906.91,860.04,7.6,7.572,7.456
2021-02-12,7,865.89,855.94,7.598,7.585,7.465
2021-02-13,7,977.23,867.47,7.635,7.49,7.474
2021-02-14,7,943.17,878.74,7.44,7.334,7.483
2021-02-15,7,836.18,831.65,7.664,7.642,7.492
2021-02-16,7,826.68,888.06,7.708,7.668,7.5
2021-02-17,7,1045.63,918.51,7.67,7.669,7.508
2021-02-18,7,1047.56,865.42,7.894,7.767,7.517
2021-02-19,7,1106.07,866.99,7.871,7.797,7.525
2021-02-20,7,1312.45,900.05,7.723,7.658,7.533
2021-02-21,7,1155.52,866.13,8.023,7.982,7.54
2021-02-22,7,1186.72,848.33,7.868,7.82,7.548
2021-02-23,7,1153.54,940.17,7.856,7.829,7.555
2021-02-24,7,1206.28,889.8,8.021,7.965,7.562
2021-02-25,7,1159.91,911.78,7.998,8.016,7.57
2021-02-26,7,1163.22,895.28,7.948,7.983,7.576
2021-02-27,7,1384.05,966.74,7.995,7.889,7.583
2021-02-28,7,1194.33,957.22,7.847,7.8,7.59
2021-03-01,7,1175.05,924.11,7.94,7.93,7.596
2021-03-02,7,1073.49,896.26,8.056,8.035,7.602
2021-03-03,7,1247.54,930.25,7.904,7.834,7.608
2021-03-04,7,1184.69,966.98,7.884,7.847,7.614
2021-03-05,7,1295.07,958.03,7.976,7.847,7.62
2021-03-06,7,1091.79,959.39,7.984,7.933,7.626
2021-03-07,7,1270.35,966.86,8.033,7.91,7.631
2021-03-08,7,988.12,989.6,7.676,7.651,7.636
2021-03-09,7,1069.49,964.86,7.587,7.481,7.641
2021-03-10,7,1033.22,985.03,7.869,7.827,7.646
2021-03-11,7,944.08,937.36,7.714,7.68,7.65
2021-03-12,7,1083.85,1063.56,7.756,7.71,7.655
2021-03-13,7,948.73,966.15,7.634,7.552,7.659
2021-03-14,7,1099.99,984.75,7.895,7.834,7.663
2021-03-15,7,964.77,998.61,7.845,7.854,7.666
2021-03-16,7,992.82,965.18,7.845,7.774,7.67
2021-03-17,7,1056.31,980.23,7.848,7.799,7.673
2021-03-18,7,1370.82,979.8,7.862,7.784,7.677
2021-03-19,7,1202.71,947.57,7.951,7.952,7.68
2021-03-20,7,1243.26,994.14,7.996,7.95,7.682
2021-03-21,7,1188.41,919.9,7.975,7.887,7.685
2021-03-22,7,1145.45,1037.43,8.016,7.966,7.687
2021-03-23,7,1176.37,1001.93,8.059,7.997,7.69
2021-03-24,7,1232.87,994.27,8.122,8.142,7.692
2021-03-25,7,1101.98,908.5,7.925,7.873,7.693
2021-03-26,7,1071.8,938.58,8.044,7.925,7.695
2021-03-27,7,1354.24,1011.67,8.103,8.078,7.696
2021-03-28,7,1425.98,1104.75,7.973,8.013,7.697
2021-03-29,7,1277.87,997.39,8.033,8.043,7.698
2021-03-30,7,1199.56,987.72,8.086,7.981,7.699
2021-03-31,7,1232.19,965.4,8.05,7.987,7.7
2021-04-01,7,1196.73,912.73,8.104,8.052,7.7
2021-04-02,7,1214.33,972.39,8.058,8.007,7.7
2021-04-03,7,1167.17,894.0,8.025,7.994,7.7
2021-04-04,7,1067.58,884.99,7.956,7.889,7.7
2021-04-05,7,1121.24,877.48,8.069,7.973,7.699
2021-04-06,7,1294.4,950.78,8.056,8.054,7.698
2021-04-07,7,1244.19,909.12,7.968,7.862,7.697
2021-04-08,7,1051.12,909.11,7.893,7.803,7.696
2021-04-09,7,964.98,899.46,7.946,7.84,7.695
2021-04-10,7,899.93,855.02,7.791,7.771,7.693
2021-04-11,7,877.59,865.39,7.784,7.739,7.692
2021-04-12,7,780.14,861.65,7.779,7.773,7.69
2021-04-13,7,781.03,828.76,7.703,7.614,7.688
2021-04-14,7,886.25,854.99,7.996,7.883,7.685
2021-04-15,7,863.91,829.62,7.797,7.725,7.683
2021-04-16,7,1026.52,882.66,7.761,7.702,7.68
2021-04-17,7,1017.42,880.74,7.737,7.697,7.677
2021-04-18,7,981.42,807.7,7.993,7.859,7.674
2021-04-19,7,1119.38,838.19,7.965,7.939,7.67
2021-04-20,7,1120.22,909.39,8.132,8.037,7.667
2021-04-21,7,1067.93,806.22,7.913,7.831,7.663
2021-04-22,7,1136.83,851.89,7.886,7.895,7.659
2021-04-23,7,1146.67,837.37,8.049,7.89,7.655
2021-04-24,7,1069.34,868.97,7.992,7.958,7.651
2021-04-25,7,1132.85,838.44,7.978,7.944,7.646
2021-04-26,7,908.16,810.73,8.036,7.945,7.641
2021-04-27,7,1135.02,826.25,7.998,7.925,7.637
2021-04-28,7,1046.38,825.22,7.978,7.989,7.631
2021-04-29,7,1038.62,818.01,7.864,7.912,7.626
2021-04-30,7,857.12,774.27,7.837,7.84,7.621
2021-05-01,7,1069.87,863.56,7.909,7.953,7.615
2021-05-02,7,1181.84,857.37,7.872,7.788,7.609
2021-05-03,7,968.78,783.89,7.975,7.846,7.603
2021-05-04,7,1075.85,810.69,7.803,7.75,7.597
2021-05-05,7,1036.66,814.5,7.905,7.895,7.591
2021-05-06,7,889.21,783.44,7.72,7.577,7.584
2021-05-07,7,810.16,760.49,7.724,7.628,7.577
2021-05-08,7,784.88,804.63,7.752,7.662,7.57
2021-05-09,7,862.85,818.24,7.687,7.655,7.563
2021-05-10,7,922.73,783.23,7.653,7.614,7.556
2021-05-11,7,918.88,843.15,7.798,7.71,7.549
2021-05-12,7,917.1,881.25,7.666,7.625,7.541
2021-05-13,7,1075.3,873.9,7.797,7.69,7.533
2021-05-14,7,964.63,844.14,7.65,7.578,7.526
2021-05-15,7,879.51,788.56,7.666,7.553,7.518
2021-05-16,7,949.2,882.66,7.648,7.591,7.509
2021-05-17,7,961.63,867.57,7.67,7.58,7.501
2021-05-18,7,1174.38,882.31,7.809,7.794,7.493
2021-05-19,7,1030.09,940.4,7.842,7.79,7.484
2021-05-20,7,1105.16,849.08,7.948,7.886,7.475
2021-05-21,7,984.02,782.75,7.9,7.939,7.466
2021-05-22,7,1047.97,852.0,7.892,7.861,7.457
2021-05-23,7,1143.27,911.43,7.691,7.622,7.448
2021-05-24,7,1032.06,900.94,7.694,7.615,7.439
2021-05-25,7,971.46,863.03,7.797,7.688,7.429
2021-05-26,7,1179.94,861.44,7.831,7.778,7.42
2021-05-27,7,1181.79,904.22,7.718,7.684,7.41
2021-05-28,7,946.04,878.44,7.694,7.549,7.4
2021-05-29,7,1157.29,945.58,7.852,7.734,7.39
2021-05-30,7,1230.71,918.14,7.785,7.709,7.38
2021-05-31,7,1142.31,915.61,7.805,7.7,7.37
2021-06-01,7,1254.35,915.85,7.674,7.627,7.36
2021-06-02,7,1294.72,956.23,7.658,7.617,7.349
2021-06-03,7,1106.77,952.91,7.765,7.709,7.339
2021-06-04,7,1211.52,962.64,7.657,7.635,7.328
2021-06-05,7,979.42,965.76,7.419,7.339,7.318
2021-06-06,7,901.79,960.51,7.384,7.331,7.307
2021-06-07,7,868.45,930.16,7.405,7.305,7.296
2021-06-08,7,930.05,943.72,7.505,7.469,7.285
2021-06-09,7,956.87,958.09,7.303,7.257,7.274
2021-06-10,7,1122.49,1046.46,7.463,7.353,7.263
2021-06-11,7,1052.91,928.88,7.345,7.287,7.252
